id,name,type,link,is_primary,student,lecture_id
perceptrons,Perceptrons,video,https://youtu.be/l-9ALe3U-Fg?si=tS0U8QDoRylnSHnZ,TRUE, Anthony Tsiantis '26,lec-perceptrons
perceptron,Perceptron,notebook,https://drive.google.com/file/d/1iX-UsNbA9hPjXkK2xUWrKpGQ-YyQtqcT/view?usp=sharing,FALSE,,lec-perceptrons
perceptrons-raschka,Perceptrons (Raschka),blogpost,https://sebastianraschka.com/Articles/2015_singlelayer_neurons.html,FALSE,,lec-perceptrons
1958-the-perceptron-a-probabilistic-model-for-information-storage-and-organization-in-the-brain-rosenblatt,(1958) The Perceptron - A Probabilistic Model for Information Storage and Organization in the Brain (Rosenblatt),paper,https://www.ling.upenn.edu/courses/cogs501/Rosenblatt1958.pdf,FALSE,,lec-perceptrons
1960-adaptive-switching-circuits-widrow-and-hoff,(1960) Adaptive Switching Circuits (Widrow and Hoff),paper,https://isl.stanford.edu/~widrow/papers/c1960adaptiveswitching.pdf,FALSE,,lec-perceptrons
1969-perceptrons-an-introduction-to-computational-geometry-minsky-and-papert,(1969) Perceptrons - An Introduction to Computational Geometry (Minsky and Papert,paper,https://direct.mit.edu/books/monograph/3132/PerceptronsAn-Introduction-to-Computational,FALSE,,lec-perceptrons
slides,Slides,reading,https://drive.google.com/file/d/1XJwJ_E783V5DEHsiN-Tv8Aga05ei_czg/view?usp=sharing,FALSE,,lec-review-01
panopto,Panopto,video,https://notredame.hosted.panopto.com/Panopto/Pages/Viewer.aspx?id=3dd9db6b-22c5-4f96-8404-b369015fc155,FALSE,,lec-review-01
supplementary-review-material,Supplementary Review Material,reading,https://drive.google.com/file/d/1DBBNjQWo0S-oFf9i_UMxjRHD76fxn5Bg/view?usp=sharing,FALSE,,lec-review-01
practice-packet-01,Practice Packet 01,assignment,https://docs.google.com/document/d/1TmptiHTret5FSFLSDB-IdbjZzGZDWPJ4MBuxtjnjZ3M/edit?usp=sharing,FALSE,,lec-exam-01
practice-packet-01-solutions,Practice Packet 01 Solutions,assignment,https://drive.google.com/file/d/1dJkVsdXi2sO9TvZXiwR_9jUy7FIgCwho/view?usp=sharing,FALSE,,lec-exam-01
slides,Slides,reading,https://drive.google.com/file/d/1XTi6NKyN8mpW_gdk5M8BbOoZlBphvxu4/view?usp=sharing,FALSE,,lec-logistic-regression-and-gradient-descent
pantopto,Pantopto,video,,FALSE,,lec-logistic-regression-and-gradient-descent
fca-section-732,FCA - Section 7.3.2,reading,https://artint.info/3e/html/ArtInt3e.Ch7.S3.html,FALSE,,lec-logistic-regression-and-gradient-descent
pml-chapter-10,PML - Chapter 10,reading,https://probml.github.io/pml-book/book1.html,FALSE,,lec-logistic-regression-and-gradient-descent
islp-chapter-43,ISLP - Chapter 4.3,reading,https://www.statlearning.com/,FALSE,,lec-logistic-regression-and-gradient-descent
uml-section-93,UML - Section 9.3,reading,https://www.cs.huji.ac.il/~shais/UnderstandingMachineLearning/copy.html,FALSE,,lec-logistic-regression-and-gradient-descent
sp25-panopto,sp25 Panopto,video,https://notredame.hosted.panopto.com/Panopto/Pages/Viewer.aspx?id=ce3f234d-f8c8-463f-b7f0-b2950169e996,FALSE,,lec-logistic-regression-and-gradient-descent
numpy-lr-and-gd,Numpy LR and GD,notebook,https://colab.research.google.com/drive/1Td14eL3FLIjn5WxUlmdIT1A2nyYZ-Oms?usp=sharing,FALSE,,lec-logistic-regression-and-gradient-descent
cornell-cs4780,Cornell CS4780,video,https://youtu.be/GnkDzIOxfzI?si=zeTur4eTkD7uHHiv,FALSE,,lec-logistic-regression-and-gradient-descent
logistic-regression-statquest,Logistic Regression (StatQuest),video,https://youtu.be/yIYKR4sgzI8?si=1HhaymUgRNNAMEy3,FALSE,,lec-logistic-regression-and-gradient-descent
gradient-descent-statquest,Gradient Descent (StatQuest),video,https://youtu.be/sDv4f4s2SB8?si=TrI_ge8kywlfgmrv,TRUE,,lec-logistic-regression-and-gradient-descent
gradient-descent-3b1b,Gradient Descent (3b1b),video,https://youtu.be/IHZwWFHWa-w?si=Kn21ycaonExUo5Br,FALSE,,lec-logistic-regression-and-gradient-descent
visualizing-gradient-descent,Visualizing Gradient Descent,notebook,https://www.kaggle.com/code/christianwittmann/visualizing-gradient-descent-in-3d,FALSE,,lec-logistic-regression-and-gradient-descent
logistic-regression-mlu,Logistic Regression (MLU),blogpost,https://mlu-explain.github.io/logistic-regression/,TRUE,,lec-logistic-regression-and-gradient-descent
logistic-regression-visualization,Logistic Regression Visualization,notebook,https://colab.research.google.com/drive/1EEsiC4noy6ncQdm9wxLnPwO82R9zncWQ?usp=sharing,FALSE,,lec-logistic-regression-and-gradient-descent
logistic-regression-hdm,Logistic Regression (HdM),reading,https://hannibunny.github.io/mlbook/machinelearning/LinearClassification.html,FALSE,,lec-logistic-regression-and-gradient-descent
1838-notice-sur-la-loi-que-la-population-poursuit-dans-son-accroissement-verhulst,(1838) Notice sur la loi que la population poursuit dans son accroissement (Verhulst),paper,https://www.neo-classical-physics.info/uploads/3/4/3/6/34363841/verhulst_-_law_of_population.pdf,FALSE,,lec-logistic-regression-and-gradient-descent
1847-mxe9thode-gxe9nxe9rale-pour-la-rxe9solution-des-systxe8mes-du2019xe9quations-simultanxe9es-cauchy,"(1847) M\xE9thode g\xE9n\xE9rale pour la r\xE9solution des syst\xE8mes\
        \ d\u2019\xE9quations simultan\xE9es (Cauchy)",paper,https://cs.uwaterloo.ca/~y328yu/classics/cauchy-en.pdf,FALSE,,lec-logistic-regression-and-gradient-descent
1958-the-regression-analysis-of-binary-sequences-cox,(1958) The Regression Analysis of Binary Sequences (Cox),paper,https://www.jstor.org/stable/2983890?seq=1,FALSE,,lec-logistic-regression-and-gradient-descent
a-gentle-introduction-to-crossentropy-for-machine-learning,A Gentle Introduction to Cross-Entropy for Machine Learning,blogpost,https://machinelearningmastery.com/cross-entropy-for-machine-learning/,FALSE,,lec-logistic-regression-and-gradient-descent
slides,Slides,reading,https://docs.google.com/presentation/d/1CNwFmV8_jqi01e8kcy8k_Y6-3uRAG3Mq/edit?usp=sharing&ouid=111601855049772661603&rtpof=true&sd=true,FALSE,,lec-svms-and-knns
pantopto,Pantopto,video,https://notredame.hosted.panopto.com/Panopto/Pages/Viewer.aspx?id=d19bd425-111d-4297-9a52-b375015995be,FALSE,,lec-svms-and-knns
pml-sections-161-173,"PML - Sections 16.1, 17.3",reading,https://probml.github.io/pml-book/book1.html,FALSE,,lec-svms-and-knns
-islp-sections-35-476-and-chapter-9," ISLP - Sections 3.5, 4.7.6 and Chapter 9",reading,https://www.statlearning.com/,FALSE,,lec-svms-and-knns
uml-chapters-15-19,"UML - Chapters 15, 19",reading,https://www.cs.huji.ac.il/~shais/UnderstandingMachineLearning/copy.html,FALSE,,lec-svms-and-knns
sp25-panopto,sp25 Panopto,video,https://notredame.hosted.panopto.com/Panopto/Pages/Viewer.aspx?id=a38cd616-4164-463e-a3f1-b29701687382,FALSE,,lec-svms-and-knns
harvard-cs50-000-1230-and-3329-3941,Harvard CS50 (0:00 - 12:30 and 33:29 - 39:41),video,https://www.youtube.com/watch?v=-g0iJjnO2_w,FALSE,,lec-svms-and-knns
mit-6034-svms,MIT 6.034 SVMs,video,https://www.youtube.com/watch?v=_PwhiWxHK8o,FALSE,,lec-svms-and-knns
mit-6034-knns,MIT 6.034 KNNs,video,https://www.youtube.com/watch?v=09mb78oiPkA,FALSE,,lec-svms-and-knns
cornell-cs4780-knns,Cornell CS4780 KNNs,video,https://youtu.be/oymtGlGdT-k?si=Lg6X6xXHV2BlrJsF,FALSE,,lec-svms-and-knns
cornell-cs4780-svms-1,Cornell CS4780 SVMs 1,video,https://youtu.be/xpHQ6UhMlx4?si=o64fVVn6-FDP3Ar3,FALSE,,lec-svms-and-knns
cornell-cs4780-svms-2,Cornell CS4780 SVMs 2,video,https://youtu.be/RwF1esLCG4U?si=780GX0R-c0qWDogU,FALSE,,lec-svms-and-knns
svms-statquest,SVMs (StatQuest),video,https://youtu.be/efR1C6CvhmE?si=i5q-s8QuxKEAQ3Az,TRUE,,lec-svms-and-knns
knn-statquest,KNN (StatQuest),video, https://youtu.be/HVXime0nQeI?si=vUOtkw1Q6nxt9Aj3,TRUE,,lec-svms-and-knns
knn-hdm,KNN (HdM),reading,https://hannibunny.github.io/mlbook/machinelearning/knn.html,FALSE,,lec-svms-and-knns
svms-hdm,SVMs (HdM),reading,https://hannibunny.github.io/mlbook/machinelearning/svm.html,FALSE,,lec-svms-and-knns
kernel-methods-raschka,Kernel Methods (Raschka),blogpost,https://sebastianraschka.com/Articles/2014_kernel_pca.html,FALSE,,lec-svms-and-knns
1963-a-note-on-one-class-of-perceptrons-vapnik-and-chervonenkis,(1963) A Note on One Class of Perceptrons (Vapnik and Chervonenkis),paper,https://www.semanticscholar.org/paper/A-note-one-class-of-perceptrons-Vapnik/4c2d9e61b7f406f2ca35e63cbbb23e7cf7a85c2a,FALSE,,lec-svms-and-knns
1992-a-training-algorithm-for-optimal-margin-classifiers-boser-et-al,(1992) A Training Algorithm for Optimal Margin Classifiers (Boser et al.),paper,https://dl.acm.org/doi/10.1145/130385.130401,FALSE,,lec-svms-and-knns
1995-supportvector-networks-cortes-and-vapnik,(1995) Support-Vector Networks (Cortes and Vapnik),paper, https://link.springer.com/article/10.1007/BF00994018,FALSE,,lec-svms-and-knns
an-idiots-guide-to-support-vector-machines,An Idiot's Guide to Support Vector Machines,reading,https://web.mit.edu/6.034/wwwbob/svm.pdf,FALSE,,lec-svms-and-knns
machine-learning-algorithms-explained-support-vector-machine,Machine Learning Algorithms Explained: Support Vector Machine,blogpost,https://www.stratascratch.com/blog/machine-learning-algorithms-explained-support-vector-machine/,FALSE,,lec-svms-and-knns
knearest-neighbor-knn-explained,K-Nearest Neighbor (KNN) Explained,blogpost,https://www.pinecone.io/learn/k-nearest-neighbor/,FALSE,,lec-svms-and-knns
slides,Slides,reading,https://drive.google.com/file/d/1kN_yxJ8wi8fihyIGKKreMDGRSDDUhpUV/view?usp=sharing,FALSE,,lec-clustering
pantopto,Pantopto,video,https://notredame.hosted.panopto.com/Panopto/Pages/Viewer.aspx?id=088ead92-85cd-4139-81cf-b377015d58fc,FALSE,,lec-clustering
fca-section-103,FCA - Section 10.3,reading,https://artint.info/3e/html/ArtInt3e.Ch10.S3.html,FALSE,,lec-clustering
pml-chapter-21,PML - Chapter 21,reading,https://probml.github.io/pml-book/book1.html,FALSE,,lec-clustering
islp-section-124,ISLP - Section 12.4,reading,https://www.statlearning.com/,FALSE,,lec-clustering
uml-chapter-22,UML - Chapter 22,reading,https://www.cs.huji.ac.il/~shais/UnderstandingMachineLearning/copy.html,FALSE,,lec-clustering
sp25-panopto,sp25 Panopto,video,https://notredame.hosted.panopto.com/Panopto/Pages/Viewer.aspx?id=550c09db-9c29-4e62-8e91-b2a30158051d,FALSE,,lec-clustering
clustering-visualizations,Clustering Visualizations,notebook,https://colab.research.google.com/drive/1WWysdY8e08f9tEC_P_lxt0INBAzmx8yn?usp=sharing,FALSE,,lec-clustering
gmm-clustering,GMM Clustering,notebook,https://colab.research.google.com/drive/1tYH-ZkSDrRlJlPKxKsY89SSR01teZ0dr?usp=sharing,FALSE,,lec-clustering
hierarchical-statquest,Hierarchical (StatQuest),video,https://youtu.be/7xHsRkOdVwo?si=f8UkfIYcaxpyEUVk,FALSE,,lec-clustering
kmeans-statquest,K-Means (StatQuest),video,https://youtu.be/4b5d3muPQmA?si=T2ow71QcEXdbKt7V,FALSE,,lec-clustering
clustering-rasbt,Clustering (rasbt),notebook,https://github.com/rasbt/machine-learning-book/blob/main/ch10/ch10.ipynb,FALSE,,lec-clustering
clustering-how-it-works-in-plain-english,Clustering: How It Works (In Plain English!),blogpost,https://web.archive.org/web/20250115001509/https://blog.dataiku.com/clustering-how-it-works-in-plain-english#expand,TRUE,,lec-clustering
slides,Slides,reading,,FALSE,,lec-dimensionality-reduction
pantopto,Pantopto,video,,FALSE,,lec-dimensionality-reduction
pml-section-201,PML - Section 20.1,reading,https://probml.github.io/pml-book/book1.html,FALSE,,lec-dimensionality-reduction
islp-section-122,ISLP - Section 12.2,reading,https://www.statlearning.com/,FALSE,,lec-dimensionality-reduction
uml-chapter-231,UML - Chapter 23.1,reading,https://www.cs.huji.ac.il/~shais/UnderstandingMachineLearning/copy.html,FALSE,,lec-dimensionality-reduction
pca-visualization,PCA Visualization,notebook,https://colab.research.google.com/drive/1v1DV3oqt-XiMxsqTGyek6stAJ_S8LjeJ?usp=sharing,FALSE,,lec-dimensionality-reduction
covariance-statquest,Covariance (StatQuest),video,https://youtu.be/qtaqvPAeEJY?si=bw-zWo3JmyX0PvGg,FALSE,,lec-dimensionality-reduction
pca-short-statquest,PCA (Short) (StatQuest),video,https://youtu.be/HMOI_lkzW08?si=MkLlaC0hgAeh9009,FALSE,,lec-dimensionality-reduction
pca-statquest,PCA (StatQuest),video,https://youtu.be/FgakZw6K1QQ?si=rvTJ67NAVVYZhoOh,TRUE,,lec-dimensionality-reduction
tsne-statquest,t-SNE (StatQuest),video,https://youtu.be/NEaUSP4YerM?si=lME2kIla7hilnX4w,FALSE,,lec-dimensionality-reduction
pca-rasbt,PCA (rasbt),notebook,https://github.com/rasbt/machine-learning-book/blob/main/ch05/ch05.ipynb,FALSE,,lec-dimensionality-reduction
mnist-olah,MNIST (Olah),blogpost,https://colah.github.io/posts/2014-10-Visualizing-MNIST/,FALSE,,lec-dimensionality-reduction
pca-raschka,PCA (Raschka),blogpost,https://sebastianraschka.com/Articles/2015_pca_in_3_steps.html,FALSE,,lec-dimensionality-reduction
pca-from-scratch-raschka,PCA from scratch (Raschka),blogpost,https://sebastianraschka.com/Articles/2014_pca_step_by_step.html,FALSE,,lec-dimensionality-reduction
standardization-raschka,Standardization (Raschka),blogpost,https://sebastianraschka.com/Articles/2014_about_feature_scaling.html,FALSE,,lec-dimensionality-reduction
lda-raschka,LDA (Raschka),blogpost,https://sebastianraschka.com/Articles/2014_python_lda.html,FALSE,,lec-dimensionality-reduction
slides,Slides,reading,,FALSE,,lec-practicum-exploratory-data-analysis
pantopto,Pantopto,video,,FALSE,,lec-practicum-exploratory-data-analysis
practicum,Practicum,notebook,https://drive.google.com/file/d/1dWiGow2faAKcG3s0XDem1r0WpYJPn6Al/view?usp=sharing,FALSE,,lec-practicum-exploratory-data-analysis
confusion-matrix-statquest,Confusion Matrix (StatQuest),video,https://youtu.be/Kdsp6soqA7o?si=g3ssfI10Oqdms09K,TRUE,,lec-practicum-exploratory-data-analysis
rocauc-statquest,ROC/AUC (StatQuest),video,https://youtu.be/4jRBRDbJemM?si=5sp5qUoMbHvygXYP,TRUE,,lec-practicum-exploratory-data-analysis
model-evaluation-rasbt,Model Evaluation (rasbt),notebook,https://github.com/rasbt/machine-learning-book/blob/main/ch06/ch06.ipynb,FALSE,,lec-practicum-exploratory-data-analysis
ensemble-learning-rasbt,Ensemble Learning (rasbt),notebook,https://github.com/rasbt/machine-learning-book/blob/main/ch07/ch07.ipynb,FALSE,,lec-practicum-exploratory-data-analysis
model-evaluation-raschka,Model Evaluation (Raschka),paper,https://arxiv.org/pdf/1811.12808,FALSE,,lec-practicum-exploratory-data-analysis
model-evaluation-raschka,Model Evaluation (Raschka),blogpost,https://sebastianraschka.com/blog/2016/model-evaluation-selection-part3.html,FALSE,,lec-practicum-exploratory-data-analysis
ensemble-classifier-raschka,Ensemble Classifier (Raschka),blogpost,https://sebastianraschka.com/Articles/2014_ensemble_classifier.html,FALSE,,lec-practicum-exploratory-data-analysis
precision-vs-recall,Precision vs. Recall,video,https://www.youtube.com/watch?v=qWfzIYCvBqo,TRUE,Catherine Healy '26,lec-practicum-exploratory-data-analysis
slides,Slides,reading,,FALSE,,lec-multi-layer-perceptrons-ffns-
fca-section-81-until-811,FCA - Section 8.1 (Until 8.1.1),reading,https://artint.info/3e/html/ArtInt3e.Ch8.html,FALSE,,lec-multi-layer-perceptrons-ffns-
pml-section-132,PML - Section 13.2,reading,https://probml.github.io/pml-book/book1.html,FALSE,,lec-multi-layer-perceptrons-ffns-
islp-sections-101-102,"ISLP - Sections 10.1, 10.2",reading,https://www.statlearning.com/,FALSE,,lec-multi-layer-perceptrons-ffns-
d2l-sections-51-and-52,D2L - Sections 5.1 and 5.2,reading,https://d2l.ai/chapter_multilayer-perceptrons/index.html,FALSE,,lec-multi-layer-perceptrons-ffns-
uml-sections-201-205,UML - Sections 20.1 - 20.5,reading,https://www.cs.huji.ac.il/~shais/UnderstandingMachineLearning/copy.html,FALSE,,lec-multi-layer-perceptrons-ffns-
panopto,Panopto,video,https://notredame.hosted.panopto.com/Panopto/Pages/Viewer.aspx?id=64dff764-0306-4caa-8e38-b2ac01594013,FALSE,,lec-multi-layer-perceptrons-ffns-
harvard-cs50-000-1600,Harvard CS50 (0:00 - 16:00),video,https://www.youtube.com/watch?v=J1QD9hLDEDY,FALSE,,lec-multi-layer-perceptrons-ffns-
stanford-cs221,Stanford CS221,video,https://www.youtube.com/watch?v=pnKXgBHuN58&list=PLoROMvodv4rOca_Ovz1DvdtWuz8BfSWL2&index=11,FALSE,,lec-multi-layer-perceptrons-ffns-
mit-6034,MIT 6.034,video,https://www.youtube.com/watch?v=uXt8qF2Zzfo,FALSE,,lec-multi-layer-perceptrons-ffns-
simple-ffn-visualization,Simple FFN Visualization,notebook,https://colab.research.google.com/drive/14S8IbQQ59TNdJAF0jqGVKjh4kpu3tT_L?usp=sharing,FALSE,,lec-multi-layer-perceptrons-ffns-
neural-networks-statquest,Neural Networks (StatQuest),video,https://youtu.be/CqOfi41LfDw?si=uc3frgwCzGIqxuQN,FALSE,,lec-multi-layer-perceptrons-ffns-
pytorch-statquest,pytorch (StatQuest),video,https://youtu.be/FHdlXe1bSe4?si=jrQBr_XpoS7moqoO,FALSE,,lec-multi-layer-perceptrons-ffns-
matrix-math-statquest,Matrix Math (StatQuest),video,https://youtu.be/ZTt9gsGcdDo?si=WPN9Vxtbm_94C-nq,FALSE,,lec-multi-layer-perceptrons-ffns-
mlp-from-scratch-rasbt,MLP from scratch (rasbt),notebook,https://github.com/rasbt/machine-learning-book/blob/main/ch11/ch11.ipynb,FALSE,,lec-multi-layer-perceptrons-ffns-
neural-networks-hdm,Neural Networks (HdM),reading,https://hannibunny.github.io/mlbook/neuralnetworks/01NeuralNets.html,FALSE,,lec-multi-layer-perceptrons-ffns-
neural-networks-zhou,Neural Networks (Zhou),blogpost,https://victorzhou.com/blog/intro-to-neural-networks/,FALSE,,lec-multi-layer-perceptrons-ffns-
softmax-zhou,Softmax (Zhou),blogpost,https://victorzhou.com/blog/softmax/,FALSE,,lec-multi-layer-perceptrons-ffns-
onehot-zhou,One-hot (Zhou),blogpost,https://victorzhou.com/blog/one-hot/,FALSE,,lec-multi-layer-perceptrons-ffns-
loss-functions-raschka,Loss Functions (Raschka),blogpost,https://sebastianraschka.com/blog/2022/losses-learned-part1.html,FALSE,,lec-multi-layer-perceptrons-ffns-
but-what-is-a-neural-network-deep-learning-chapter-1,But what is a neural network? | Deep learning chapter 1,video,https://www.youtube.com/watch?v=aircAruvnKk,TRUE,,lec-multi-layer-perceptrons-ffns-
slides,Slides,reading,,FALSE,,lec-gradient-descent-and-backpropagation
fca-sections-811-and-82,FCA - Sections 8.1.1 and 8.2,reading,https://artint.info/3e/html/ArtInt3e.Ch8.S1.html,FALSE,,lec-gradient-descent-and-backpropagation
pml-section-133,PML - Section 13.3,reading,https://probml.github.io/pml-book/book1.html,FALSE,,lec-gradient-descent-and-backpropagation
islp-section-107,ISLP - Section 10.7,reading,https://www.statlearning.com/,FALSE,,lec-gradient-descent-and-backpropagation
d2l-section-53,D2L - Section 5.3,reading,https://d2l.ai/chapter_multilayer-perceptrons/backprop.html,FALSE,,lec-gradient-descent-and-backpropagation
uml-section-206,UML - Section 20.6,reading,https://www.cs.huji.ac.il/~shais/UnderstandingMachineLearning/copy.html,FALSE,,lec-gradient-descent-and-backpropagation
panopto,Panopto,video,https://notredame.hosted.panopto.com/Panopto/Pages/Viewer.aspx?id=36c905b4-cbd9-4a0d-aa0c-b2b10162772b,FALSE,,lec-gradient-descent-and-backpropagation
harvard-cs50-1600-3900,Harvard CS50 (16:00 - 39:00),video,https://www.youtube.com/watch?v=J1QD9hLDEDY,FALSE,,lec-gradient-descent-and-backpropagation
stanford-cs221-sgd,Stanford CS221 - SGD,video,https://www.youtube.com/watch?v=bl2WgBLH0tI&list=PLoROMvodv4rOca_Ovz1DvdtWuz8BfSWL2&index=7,FALSE,,lec-gradient-descent-and-backpropagation
stanford-cs221-backprop,Stanford CS221 - Backprop,video,https://www.youtube.com/watch?v=OcAF-l2xB9Y&list=PLoROMvodv4rOca_Ovz1DvdtWuz8BfSWL2&index=12,FALSE,,lec-gradient-descent-and-backpropagation
mit-6034,MIT 6.034,video,https://www.youtube.com/watch?v=uXt8qF2Zzfo,FALSE,,lec-gradient-descent-and-backpropagation
numpy-backprop,Numpy Backprop,notebook,https://colab.research.google.com/drive/1ogAx_Bqe80PsFzloNR7W0Ijd1YePNGVU?usp=sharing,FALSE,,lec-gradient-descent-and-backpropagation
sgd-statquest,SGD (StatQuest),video,https://youtu.be/vMh0zPT0tLI?si=V4gwCG8HGbcQ6kX7,FALSE,,lec-gradient-descent-and-backpropagation
chain-rule-statquest,Chain Rule (StatQuest),video,https://youtu.be/wl1myxrtQHQ?si=npy0cR-pfY5RIT5t,FALSE,,lec-gradient-descent-and-backpropagation
backprop-statquest,Backprop (StatQuest),video,https://youtu.be/IN2XmBhILt4?si=9tYxD7DT3xvBuYGz,FALSE,,lec-gradient-descent-and-backpropagation
building-micograd-karpathy,Building Micograd (Karpathy),video,https://www.youtube.com/watch?v=VMj-3S1tku0,FALSE,,lec-gradient-descent-and-backpropagation
pytorch-computation-graphs-rasbt,Pytorch Computation Graphs (rasbt),notebook,https://github.com/rasbt/machine-learning-book/blob/main/ch13/ch13_part1.ipynb,FALSE,,lec-gradient-descent-and-backpropagation
backprop-olah,Backprop (Olah),blogpost,https://colah.github.io/posts/2015-08-Backprop/,FALSE,,lec-gradient-descent-and-backpropagation
backprop-karpathy,Backprop (Karpathy),blogpost,https://karpathy.medium.com/yes-you-should-understand-backprop-e2f06eab496b,FALSE,,lec-gradient-descent-and-backpropagation
gradient-descent-how-neural-networks-learn-deep-learning-chapter-2,"Gradient descent, how neural networks learn | Deep Learning Chapter 2",video,https://www.youtube.com/watch?v=IHZwWFHWa-w,TRUE,,lec-gradient-descent-and-backpropagation
backpropagation-intuitively-deep-learning-chapter-3,"Backpropagation, intuitively | Deep Learning Chapter 3",video,https://www.youtube.com/watch?v=Ilg3gGewQ5U,TRUE,,lec-gradient-descent-and-backpropagation
backpropagation-calculus-deep-learning-chapter-4,Backpropagation calculus | Deep Learning Chapter 4,video,https://www.youtube.com/watch?v=tIeHLnjs5U8,FALSE,,lec-gradient-descent-and-backpropagation
slides,Slides,reading,,FALSE,,lec-convolutional-neural-networks
fca-section-84,FCA - Section 8.4,reading,https://artint.info/3e/html/ArtInt3e.Ch8.S4.html,FALSE,,lec-convolutional-neural-networks
pml-chapter-14,PML - Chapter 14,reading,https://probml.github.io/pml-book/book1.html,FALSE,,lec-convolutional-neural-networks
islp-section-103,ISLP - Section 10.3,reading,https://www.statlearning.com/,FALSE,,lec-convolutional-neural-networks
d2l-chapters-7-and-8,D2L - Chapters 7 and 8,reading,https://d2l.ai/chapter_convolutional-neural-networks/index.html,FALSE,,lec-convolutional-neural-networks
panopto,Panopto,video,https://notredame.hosted.panopto.com/Panopto/Pages/Viewer.aspx?id=b966a9da-a5cb-47fd-9c37-b2ba015b45b5,FALSE,,lec-convolutional-neural-networks
harvard-cs50-5300-12712,Harvard CS50 (53:00 - 1:27:12),video,https://www.youtube.com/watch?v=J1QD9hLDEDY,FALSE,,lec-convolutional-neural-networks
mnist-cnn,MNIST CNN,notebook,https://colab.research.google.com/drive/1yYw7SwTl5Q5F_gFLfjEWwW328v3SbPB0?usp=sharing,FALSE,,lec-convolutional-neural-networks
cnns-statquest,CNNs (StatQuest),video,https://youtu.be/HGwBXDKFk9I?si=5k2GTtevGNxIMEXQ,FALSE,,lec-convolutional-neural-networks
convolution-3b1b,Convolution (3b1b),video,https://youtu.be/KuXjwB4LzSA?si=ulXCDjK3Qd2WZOc0,FALSE,,lec-convolutional-neural-networks
convolution-2-3b1b,Convolution 2 (3b1b),video,https://www.youtube.com/watch?v=8rrHTtUzyZA,FALSE,,lec-convolutional-neural-networks
cnns-hdm,CNNs (HdM),reading,https://hannibunny.github.io/mlbook/neuralnetworks/03ConvolutionNeuralNetworks.html,FALSE,,lec-convolutional-neural-networks
cnn-animations-hdm,CNN Animations (HdM),reading,https://hannibunny.github.io/mlbook/neuralnetworks/convolutionDemos.html,TRUE,,lec-convolutional-neural-networks
cnn-rasbt,CNN (rasbt),notebook,https://github.com/rasbt/machine-learning-book/blob/main/ch14/ch14_part1.ipynb,FALSE,,lec-convolutional-neural-networks
cnns-zhou,CNNs (Zhou),blogpost,https://victorzhou.com/blog/intro-to-cnns-part-1/,TRUE,,lec-convolutional-neural-networks
convolutions-olah,Convolutions (Olah),blogpost,https://colah.github.io/posts/2014-07-Understanding-Convolutions/,FALSE,,lec-convolutional-neural-networks
cnns-olah,CNNs (Olah),blogpost,https://colah.github.io/posts/2014-07-Conv-Nets-Modular/,FALSE,,lec-convolutional-neural-networks
cnns-rao,CNNs (Rao),blogpost,https://medium.com/data-science/deep-learning-illustrated-part-3-convolutional-neural-networks-96b900b0b9e0,FALSE,,lec-convolutional-neural-networks
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
slides,Slides,reading,,FALSE,,lec-recurrent-neural-networks
fca-section-85-until-854,FCA - Section 8.5 until 8.5.4,reading,https://artint.info/3e/html/ArtInt3e.Ch8.S5.html,FALSE,,lec-recurrent-neural-networks
pml-section-152,PML - Section 15.2,reading,https://probml.github.io/pml-book/book1.html,FALSE,,lec-recurrent-neural-networks
islp-section-105,ISLP - Section 10.5,reading,https://www.statlearning.com/,FALSE,,lec-recurrent-neural-networks
d2l-chapters-9-and-10,D2L - Chapters 9 and 10,reading,https://d2l.ai/chapter_recurrent-neural-networks/index.html,FALSE,,lec-recurrent-neural-networks
harvard-cs50-12700-end,Harvard CS50 (1:27:00 - end),video,https://www.youtube.com/watch?v=J1QD9hLDEDY,FALSE,,lec-recurrent-neural-networks
characterlevel-lstm,Character-Level LSTM,notebook,https://colab.research.google.com/drive/1soMewNR1oVJvznbfa6oI1PUnKeblZdRc?usp=sharing,FALSE,,lec-recurrent-neural-networks
rnns-statquest,RNNs (StatQuest),video,https://youtu.be/AsNTP8Kwu80?si=Dm7SlTxtLYedMi7R,FALSE,,lec-recurrent-neural-networks
lstms-statquest,LSTMs (StatQuest),video,https://youtu.be/YCzL96nL7j0?si=cy5A4boGNLkMu6os,FALSE,,lec-recurrent-neural-networks
rnn-part-1-rasbt,RNN Part 1 (rasbt),notebook,https://github.com/rasbt/machine-learning-book/blob/main/ch15/ch15_part1.ipynb,FALSE,,lec-recurrent-neural-networks
rnn-part-2-rasbt,RNN Part 2 (rasbt),notebook,https://github.com/rasbt/machine-learning-book/blob/main/ch15/ch15_part2.ipynb,FALSE,,lec-recurrent-neural-networks
rnn-hdm,RNN (HdM),reading,https://hannibunny.github.io/mlbook/neuralnetworks/02RecurrentNeuralNetworks.html,FALSE,,lec-recurrent-neural-networks
rnn-cheatsheet-stanford,RNN Cheatsheet (Stanford),reading,https://stanford.edu/~shervine/teaching/cs-230/cheatsheet-recurrent-neural-networks,FALSE,,lec-recurrent-neural-networks
